idTempo,Ano,Mes,Dia,idPoder,NomePoder,idUniOrc,GrpAdminUniOrc,NomeUniOrc,VlrDspSrvAtivo,VlrDspSrvInativo,VlrDspPensionista,VlrDspContratado,
41597,2016,2,5,3,EXECUTIVO,7419,AUTARQUIAS E FUNDACOES,FUNDACAO DE AMPARO A PESQUISA ,476689.47,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7362,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE EDUCAC,519382169.53,0.00,0.00,173322.40,
41597,2016,2,5,3,EXECUTIVO,7396,ADMINISTRACAO DIRETA,CONTROLADORIA-GERAL DO ESTADO,1650543.81,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7371,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TURISM,477232.53,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7348,ADMINISTRACAO DIRETA,GABINETE MILITAR DO GOVERNADOR,551320.97,0.00,0.00,0.00,
42099,2016,7,5,3,EXECUTIVO,7428,AUTARQUIAS E FUNDACOES,FUNDACAO EDUCACIONAL CAIO MART,202476.61,0.00,0.00,0.00,
42099,2016,7,5,3,EXECUTIVO,7397,ADMINISTRACAO DIRETA,ESCOLA DE SAUDE PUBLICA DO EST,575319.10,0.00,0.00,0.00,
42477,2016,8,5,3,EXECUTIVO,7409,ADMINISTRACAO DIRETA,EGE SEC.FAZENDA-ENCARGOS DIVER,0.00,0.00,0.00,0.00,
42477,2016,8,5,3,EXECUTIVO,7399,ADMINISTRACAO DIRETA,INTENDENCIA,0.00,0.00,0.00,0.00,
42477,2016,8,5,3,EXECUTIVO,7426,AUTARQUIAS E FUNDACOES,DEPARTAMENTO DE OBRAS PUBLICAS,1211243.87,0.00,0.00,0.00,
42508,2016,9,5,3,EXECUTIVO,7430,AUTARQUIAS E FUNDACOES,FUNDACAO CLOVIS SALGADO,1445639.76,0.00,880.00,0.00,
42508,2016,9,5,3,EXECUTIVO,7411,FUNDOS,FUNDO FINANCEIRO DE PREVIDENCI,5901.31,734889736.07,131187492.63,0.00,
42099,2016,7,5,3,EXECUTIVO,7353,ADMINISTRACAO DIRETA,OUVIDORIA-GERAL DO ESTADO DE M,291765.26,0.00,0.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7367,FUNDOS,FUNDO ESTADUAL DE SAUDE,81693620.06,0.00,0.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7405,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DIREIT,1772705.10,0.00,0.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7411,FUNDOS,FUNDO FINANCEIRO DE PREVIDENCI,11676.31,1490482321.04,257292685.07,0.00,
42538,2016,10,5,3,EXECUTIVO,7425,FUNDOS,FUNDO DE APOIO HABITACIONAL AO,0.00,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7609,EMPRESAS DEPENDENTES,EMPRESA MINEIRA DE COMUNICACAO,544351.14,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7370,ADMINISTRACAO DIRETA,CORPO DE BOMBEIROS MILITAR DO ,55156205.92,21800472.30,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7381,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TRABAL,2446907.47,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7601,AUTARQUIAS E FUNDACOES,INSTITUTO DE GEOINFORMACAO  E ,414037.84,0.00,0.00,0.00,
41597,2016,2,5,1,LEGISLATIVO,7344,ADMINISTRACAO DIRETA,TRIBUNAL DE CONTAS DO ESTADO D,32379870.84,11235492.26,118227.02,0.00,
41626,2016,3,5,3,EXECUTIVO,7439,FUNDOS,FUNDO ESTADUAL DE DESENVOLVIME,0.00,0.00,0.00,0.00,
41626,2016,3,5,1,LEGISLATIVO,7610,FUNDOS,FUNDO DE APOIO HABITACIONAL DA,0.00,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7419,AUTARQUIAS E FUNDACOES,FUNDACAO DE AMPARO A PESQUISA ,447798.36,0.00,0.00,0.00,
42069,2016,6,5,1,LEGISLATIVO,7610,FUNDOS,FUNDO DE APOIO HABITACIONAL DA,0.00,0.00,0.00,0.00,
42099,2016,7,5,3,EXECUTIVO,7419,AUTARQUIAS E FUNDACOES,FUNDACAO DE AMPARO A PESQUISA ,446513.01,0.00,0.00,0.00,
42477,2016,8,5,3,EXECUTIVO,7427,AUTARQUIAS E FUNDACOES,FUNDACAO HELENA ANTIPOFF,860309.26,0.00,0.00,0.00,
42508,2016,9,5,3,EXECUTIVO,7381,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TRABAL,2198517.71,0.00,0.00,0.00,
42938,2016,12,5,3,EXECUTIVO,7405,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DIREIT,869249.09,0.00,0.00,0.00,
42938,2016,12,5,3,EXECUTIVO,7430,AUTARQUIAS E FUNDACOES,FUNDACAO CLOVIS SALGADO,1453183.43,0.00,880.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7440,AUTARQUIAS E FUNDACOES,UNIVERSIDADE ESTADUAL DE MONTE,25913773.49,0.00,0.00,1212908.98,
41566,2016,1,5,3,EXECUTIVO,7417,AUTARQUIAS E FUNDACOES,LOTERIA DO ESTADO DE MINAS GER,177435.58,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7603,AUTARQUIAS E FUNDACOES,AGENCIA DE DESENVOLVIMENTO DA ,293261.44,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7359,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENV,343652.67,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7605,AUTARQUIAS E FUNDACOES,FUNDACAO CENTRO INTERNACIONAL ,159947.67,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7436,AUTARQUIAS E FUNDACOES,FUNDACAO HOSPITALAR DO ESTADO ,56791073.73,0.00,64732.69,8733457.15,
42038,2016,5,5,3,EXECUTIVO,7361,ADMINISTRACAO DIRETA,POLICIA MILITAR DO ESTADO DE M,370634886.04,420575870.01,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7396,ADMINISTRACAO DIRETA,CONTROLADORIA-GERAL DO ESTADO,1644432.71,0.00,0.00,0.00,
41626,2016,3,5,4,MINISTÉRIO PÚBLICO,7351,FUNDOS,FUNDO ESPECIAL DO MINISTERIO P,0.00,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7354,ADMINISTRACAO DIRETA,ESCRITORIO DE REPRESENTACAO DO,94668.51,0.00,0.00,0.00,
42038,2016,5,5,3,EXECUTIVO,7403,ADMINISTRACAO DIRETA,SECRETARIA-GERAL,955740.21,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7601,AUTARQUIAS E FUNDACOES,INSTITUTO DE GEOINFORMACAO  E ,452957.13,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7612,FUNDOS,FUNDO ESTADUAL DE HABITACAO,0.00,0.00,0.00,0.00,
42477,2016,8,5,3,EXECUTIVO,7438,AUTARQUIAS E FUNDACOES,DEPARTAMENTO DE EDIFICACOES E ,17015545.24,0.00,219478.89,0.00,
42477,2016,8,5,3,EXECUTIVO,7596,AUTARQUIAS E FUNDACOES,UNIVERSIDADE DO ESTADO DE MINA,8713311.25,0.00,0.00,1149304.50,
42038,2016,5,5,3,EXECUTIVO,7599,AUTARQUIAS E FUNDACOES,DEPARTAMENTO ESTADUAL DE TELEC,38922.49,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7363,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE CULTUR,824683.52,0.00,0.00,0.00,
42508,2016,9,5,3,EXECUTIVO,7438,AUTARQUIAS E FUNDACOES,DEPARTAMENTO DE EDIFICACOES E ,7616179.13,0.00,219478.89,0.00,
42508,2016,9,5,3,EXECUTIVO,7606,AUTARQUIAS E FUNDACOES,AGENCIA DE DESENVOLVIMENTO DA ,144674.80,0.00,0.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7416,FUNDOS,FUNDO DE ASSISTENCIA AO PECULI,0.00,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7607,EMPRESAS DEPENDENTES,EMPRESA DE ASSISTENCIA TECNICA,18752718.65,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7422,AUTARQUIAS E FUNDACOES,INSTITUTO ESTADUAL DE FLORESTA,5424607.71,0.00,0.00,0.00,
41597,2016,2,5,4,MINISTÉRIO PÚBLICO,7350,ADMINISTRACAO DIRETA,PROCURADORIA GERAL DE JUSTICA,82937434.89,22924156.89,4731120.93,0.00,
41597,2016,2,5,3,EXECUTIVO,7604,AUTARQUIAS E FUNDACOES,AGENCIA REGULADORA DE SERVICOS,764111.07,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7440,AUTARQUIAS E FUNDACOES,UNIVERSIDADE ESTADUAL DE MONTE,15951612.37,0.00,0.00,127586.04,
41597,2016,2,5,4,MINISTÉRIO PÚBLICO,7352,FUNDOS,FUNDO ESTADUAL DE PROTECAO E D,0.00,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7433,AUTARQUIAS E FUNDACOES,INSTITUTO MINEIRO DE GESTAO DA,808911.07,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7423,AUTARQUIAS E FUNDACOES,FUNDACAO RURAL MINEIRA,433306.29,0.00,1297.81,0.00,
41597,2016,2,5,3,EXECUTIVO,7612,FUNDOS,FUNDO ESTADUAL DE HABITACAO,0.00,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7373,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE ADMINI,66008669.21,0.00,0.00,63302967.88,
41626,2016,3,5,3,EXECUTIVO,7431,AUTARQUIAS E FUNDACOES,INSTITUTO ESTADUAL DO PATRIMON,644801.38,0.00,0.00,0.00,
42038,2016,5,5,3,EXECUTIVO,7357,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE FAZEND,75258865.25,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7427,AUTARQUIAS E FUNDACOES,FUNDACAO HELENA ANTIPOFF,879888.62,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7438,AUTARQUIAS E FUNDACOES,DEPARTAMENTO DE EDIFICACOES E ,7991517.04,0.00,222023.76,0.00,
42008,2016,4,5,3,EXECUTIVO,7596,AUTARQUIAS E FUNDACOES,UNIVERSIDADE DO ESTADO DE MINA,8785339.73,0.00,0.00,1178182.34,
42008,2016,4,5,3,EXECUTIVO,7604,AUTARQUIAS E FUNDACOES,AGENCIA REGULADORA DE SERVICOS,736968.27,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7357,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE FAZEND,76837950.30,0.00,0.00,0.00,
42099,2016,7,5,3,EXECUTIVO,7429,AUTARQUIAS E FUNDACOES,FUNDACAO DE ARTE DE OURO PRETO,164792.78,0.00,0.00,2011.05,
42477,2016,8,5,3,EXECUTIVO,7604,AUTARQUIAS E FUNDACOES,AGENCIA REGULADORA DE SERVICOS,683869.13,0.00,0.00,0.00,
42508,2016,9,5,3,EXECUTIVO,7362,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE EDUCAC,635148010.12,0.00,0.00,189629.07,
42508,2016,9,5,3,EXECUTIVO,7434,AUTARQUIAS E FUNDACOES,JUNTA COMERCIAL DO ESTADO DE M,964009.50,0.00,0.00,0.00,
42508,2016,9,5,3,EXECUTIVO,7369,FUNDOS,FUNDO DE RECUPERACAO, PROTECAO,0.00,0.00,0.00,0.00
42508,2016,9,5,3,EXECUTIVO,7439,FUNDOS,FUNDO ESTADUAL DE DESENVOLVIME,0.00,0.00,0.00,0.00,
42938,2016,12,5,3,EXECUTIVO,7349,ADMINISTRACAO DIRETA,ADVOCACIA-GERAL DO ESTADO,10998327.55,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7607,EMPRESAS DEPENDENTES,EMPRESA DE ASSISTENCIA TECNICA,17313308.65,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7357,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE FAZEND,77854875.93,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7418,AUTARQUIAS E FUNDACOES,FUNDACAO JOAO PINHEIRO,2184614.12,0.00,0.00,6922.06,
42008,2016,4,5,3,EXECUTIVO,7379,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE CIDADE,556920.85,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7430,AUTARQUIAS E FUNDACOES,FUNDACAO CLOVIS SALGADO,1451586.53,0.00,880.00,0.00,
42069,2016,6,5,1,LEGISLATIVO,7344,ADMINISTRACAO DIRETA,TRIBUNAL DE CONTAS DO ESTADO D,32038704.01,11955929.69,118227.02,0.00,
42069,2016,6,5,3,EXECUTIVO,7404,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENV,544047.71,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7386,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE PLANEJ,9566740.93,0.00,0.00,390195.76,
42508,2016,9,5,3,EXECUTIVO,7596,AUTARQUIAS E FUNDACOES,UNIVERSIDADE DO ESTADO DE MINA,8621168.70,0.00,0.00,1129739.35,
42508,2016,9,5,3,EXECUTIVO,7604,AUTARQUIAS E FUNDACOES,AGENCIA REGULADORA DE SERVICOS,695914.28,0.00,0.00,0.00,
42508,2016,9,5,3,EXECUTIVO,7400,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE CASA C,890928.56,0.00,0.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7401,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENV,339536.48,0.00,0.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7423,AUTARQUIAS E FUNDACOES,FUNDACAO RURAL MINEIRA,833296.48,0.00,2595.62,0.00,
42508,2016,9,5,3,EXECUTIVO,7424,AUTARQUIAS E FUNDACOES,INSTITUTO DE PREVIDENCIA DOS S,646780.11,0.00,104060797.27,0.00,
42938,2016,12,5,3,EXECUTIVO,7596,AUTARQUIAS E FUNDACOES,UNIVERSIDADE DO ESTADO DE MINA,8532217.40,0.00,0.00,1080460.66,
42938,2016,12,5,3,EXECUTIVO,7440,AUTARQUIAS E FUNDACOES,UNIVERSIDADE ESTADUAL DE MONTE,13159677.95,0.00,0.00,681987.47,
42538,2016,10,5,3,EXECUTIVO,7441,AUTARQUIAS E FUNDACOES,FUNDACAO CENTRO DE HEMATOLOGIA,14565233.98,0.00,586.66,946598.45,
41566,2016,1,5,3,EXECUTIVO,7376,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENV,763889.10,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7400,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE CASA C,862758.25,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7599,AUTARQUIAS E FUNDACOES,DEPARTAMENTO ESTADUAL DE TELEC,40714.63,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7354,ADMINISTRACAO DIRETA,ESCRITORIO DE REPRESENTACAO DO,90632.73,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7438,AUTARQUIAS E FUNDACOES,DEPARTAMENTO DE EDIFICACOES E ,8255821.93,0.00,260970.99,0.00,
41597,2016,2,5,3,EXECUTIVO,7371,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TURISM,486846.07,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7368,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE MEIO A,5987180.83,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7381,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TRABAL,2349869.28,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7598,AUTARQUIAS E FUNDACOES,INSTITUTO MINEIRO DE AGROPECUA,10501641.86,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7407,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE ESPORT,388241.25,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7376,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENV,777150.43,0.00,0.00,0.00,
42038,2016,5,5,3,EXECUTIVO,7604,AUTARQUIAS E FUNDACOES,AGENCIA REGULADORA DE SERVICOS,726146.62,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7381,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TRABAL,2360109.51,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7417,AUTARQUIAS E FUNDACOES,LOTERIA DO ESTADO DE MINAS GER,157856.46,0.00,0.00,0.00,
42477,2016,8,5,4,MINISTÉRIO PÚBLICO,7350,ADMINISTRACAO DIRETA,PROCURADORIA GERAL DE JUSTICA,92223807.20,27177696.81,7061409.30,0.00,
42508,2016,9,5,3,EXECUTIVO,7417,AUTARQUIAS E FUNDACOES,LOTERIA DO ESTADO DE MINAS GER,165104.13,0.00,0.00,0.00,
42477,2016,8,5,3,EXECUTIVO,7416,FUNDOS,FUNDO DE ASSISTENCIA AO PECULI,0.00,0.00,0.00,0.00,
42938,2016,12,5,3,EXECUTIVO,7359,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENV,354068.57,0.00,0.00,0.00,
42938,2016,12,5,3,EXECUTIVO,7429,AUTARQUIAS E FUNDACOES,FUNDACAO DE ARTE DE OURO PRETO,151270.76,0.00,0.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7525,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE SEGURA,251535.37,0.00,0.00,0.00,
42538,2016,10,5,2,JUDICIÁRIO,7346,FUNDOS,FUNDO ESPECIAL DO PODER JUDICI,0.00,0.00,0.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7632,ADMINISTRACAO DIRETA,CIDADE ADMINISTRATIVA,0.00,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7386,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE PLANEJ,9516965.71,0.00,0.00,401963.81,
41566,2016,1,5,3,EXECUTIVO,7419,AUTARQUIAS E FUNDACOES,FUNDACAO DE AMPARO A PESQUISA ,544275.39,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7604,AUTARQUIAS E FUNDACOES,AGENCIA REGULADORA DE SERVICOS,788479.50,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7425,FUNDOS,FUNDO DE APOIO HABITACIONAL AO,0.00,0.00,0.00,0.00,
42038,2016,5,5,1,LEGISLATIVO,7343,ADMINISTRACAO DIRETA,ASSEMBLEIA LEGISLATIVA DO ESTA,53530242.29,24474392.44,180194.89,0.00,
42038,2016,5,5,3,EXECUTIVO,7407,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE ESPORT,381287.67,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7373,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE ADMINI,66226038.01,0.00,0.00,62765770.43,
42099,2016,7,5,1,LEGISLATIVO,7343,ADMINISTRACAO DIRETA,ASSEMBLEIA LEGISLATIVA DO ESTA,54470600.64,24487751.32,191539.55,0.00,
42099,2016,7,5,3,EXECUTIVO,7349,ADMINISTRACAO DIRETA,ADVOCACIA-GERAL DO ESTADO,12759078.31,0.00,0.00,0.00,
42099,2016,7,5,3,EXECUTIVO,7605,AUTARQUIAS E FUNDACOES,FUNDACAO CENTRO INTERNACIONAL ,149025.96,0.00,0.00,0.00,
42477,2016,8,5,3,EXECUTIVO,7381,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TRABAL,2333925.39,0.00,0.00,0.00,
42099,2016,7,5,3,EXECUTIVO,7425,FUNDOS,FUNDO DE APOIO HABITACIONAL AO,0.00,0.00,0.00,0.00,
42508,2016,9,5,3,EXECUTIVO,7370,ADMINISTRACAO DIRETA,CORPO DE BOMBEIROS MILITAR DO ,54186423.74,24592793.20,0.00,0.00,
42508,2016,9,5,2,JUDICIÁRIO,7346,FUNDOS,FUNDO ESPECIAL DO PODER JUDICI,0.00,0.00,0.00,0.00,
42508,2016,9,5,3,EXECUTIVO,7385,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE GOVERN,1684186.31,0.00,0.00,0.00,
42938,2016,12,5,4,MINISTÉRIO PÚBLICO,7350,ADMINISTRACAO DIRETA,PROCURADORIA GERAL DE JUSTICA,93696566.20,29883013.05,4682130.41,0.00,
42938,2016,12,5,3,EXECUTIVO,7395,ADMINISTRACAO DIRETA,DEPARTAMENTO DE TRANSITO DE MI,0.00,0.00,0.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7421,AUTARQUIAS E FUNDACOES,FUNDACAO ESTADUAL DO MEIO AMBI,2457530.49,0.00,0.00,0.00,
42538,2016,10,5,3,EXECUTIVO,7362,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE EDUCAC,1230575469.07,0.00,0.00,281877.24,
42538,2016,10,5,3,EXECUTIVO,7403,ADMINISTRACAO DIRETA,SECRETARIA-GERAL,1752554.69,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7609,EMPRESAS DEPENDENTES,EMPRESA MINEIRA DE COMUNICACAO,589146.78,0.00,0.00,0.00,
42938,2016,12,5,1,LEGISLATIVO,7597,AUTARQUIAS E FUNDACOES,INSTITUTO DE PREVIDENCIA DO LE,0.00,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7379,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE CIDADE,632531.12,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7349,ADMINISTRACAO DIRETA,ADVOCACIA-GERAL DO ESTADO,12080648.27,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7362,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE EDUCAC,453159062.46,0.00,0.00,178234.82,
41597,2016,2,5,3,EXECUTIVO,7411,FUNDOS,FUNDO FINANCEIRO DE PREVIDENCI,6169.15,635491894.25,128624092.22,0.00,
41597,2016,2,5,3,EXECUTIVO,7596,AUTARQUIAS E FUNDACOES,UNIVERSIDADE DO ESTADO DE MINA,8646905.56,0.00,0.00,1168803.20,
41597,2016,2,5,4,MINISTÉRIO PÚBLICO,7352,FUNDOS,FUNDO ESTADUAL DE PROTECAO E D,0.00,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7603,AUTARQUIAS E FUNDACOES,AGENCIA DE DESENVOLVIMENTO DA ,297260.51,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7421,AUTARQUIAS E FUNDACOES,FUNDACAO ESTADUAL DO MEIO AMBI,1278631.84,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7368,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE MEIO A,5952826.99,0.00,0.00,837.94,
41626,2016,3,5,3,EXECUTIVO,7379,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE CIDADE,575351.44,0.00,0.00,0.00,
42008,2016,4,5,4,MINISTÉRIO PÚBLICO,7350,ADMINISTRACAO DIRETA,PROCURADORIA GERAL DE JUSTICA,93161879.26,21959053.74,4705407.93,0.00,
41597,2016,2,5,3,EXECUTIVO,7608,EMPRESAS DEPENDENTES,EMPRESA DE PESQUISA AGROPECUAR,6476279.37,0.00,0.00,0.00,
42038,2016,5,5,3,EXECUTIVO,7423,AUTARQUIAS E FUNDACOES,FUNDACAO RURAL MINEIRA,474420.03,0.00,473.27,0.00,
41597,2016,2,5,3,EXECUTIVO,7441,AUTARQUIAS E FUNDACOES,FUNDACAO CENTRO DE HEMATOLOGIA,7466889.29,0.00,0.00,519491.12,
41597,2016,2,5,3,EXECUTIVO,7409,ADMINISTRACAO DIRETA,EGE SEC.FAZENDA-ENCARGOS DIVER,0.00,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7596,AUTARQUIAS E FUNDACOES,UNIVERSIDADE DO ESTADO DE MINA,6542070.73,0.00,0.00,1136144.13,
41597,2016,2,5,3,EXECUTIVO,7440,AUTARQUIAS E FUNDACOES,UNIVERSIDADE ESTADUAL DE MONTE,10607664.36,0.00,0.00,134151.87,
41597,2016,2,5,3,EXECUTIVO,7360,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE AGRICU,652908.13,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7395,ADMINISTRACAO DIRETA,DEPARTAMENTO DE TRANSITO DE MI,0.00,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7604,AUTARQUIAS E FUNDACOES,AGENCIA REGULADORA DE SERVICOS,782423.93,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7439,FUNDOS,FUNDO ESTADUAL DE DESENVOLVIME,0.00,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7598,AUTARQUIAS E FUNDACOES,INSTITUTO MINEIRO DE AGROPECUA,10554304.92,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7417,AUTARQUIAS E FUNDACOES,LOTERIA DO ESTADO DE MINAS GER,170894.61,0.00,0.00,0.00,
42038,2016,5,5,3,EXECUTIVO,7437,AUTARQUIAS E FUNDACOES,FUNDACAO DE EDUCACAO PARA O TR,536879.43,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7422,AUTARQUIAS E FUNDACOES,INSTITUTO ESTADUAL DE FLORESTA,4731026.66,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7428,AUTARQUIAS E FUNDACOES,FUNDACAO EDUCACIONAL CAIO MART,210262.39,0.00,440.00,0.00,
42038,2016,5,5,3,EXECUTIVO,7413,ADMINISTRACAO DIRETA,EGE-SECRETARIA DE ESTADO DE PL,0.00,0.00,15723347.09,0.00,
42477,2016,8,5,3,EXECUTIVO,7436,AUTARQUIAS E FUNDACOES,FUNDACAO HOSPITALAR DO ESTADO ,56476177.51,0.00,66535.63,9500569.28,
42477,2016,8,5,3,EXECUTIVO,7348,ADMINISTRACAO DIRETA,GABINETE MILITAR DO GOVERNADOR,503949.93,0.00,0.00,0.00,
42938,2016,12,5,3,EXECUTIVO,7367,FUNDOS,FUNDO ESTADUAL DE SAUDE,691041.57,0.00,0.00,1849.34,
42938,2016,12,5,3,EXECUTIVO,7401,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENV,178878.08,0.00,0.00,0.00,
42938,2016,12,5,3,EXECUTIVO,7432,AUTARQUIAS E FUNDACOES,FUNDACAO TV MINAS CULTURAL E E,908798.57,0.00,0.00,43876.63,
42938,2016,12,5,3,EXECUTIVO,7413,ADMINISTRACAO DIRETA,EGE-SECRETARIA DE ESTADO DE PL,0.00,0.00,15782123.70,0.00,
42538,2016,10,5,3,EXECUTIVO,7601,AUTARQUIAS E FUNDACOES,INSTITUTO DE GEOINFORMACAO  E ,733052.75,0.00,0.00,0.00,
41626,2016,3,5,1,LEGISLATIVO,7597,AUTARQUIAS E FUNDACOES,INSTITUTO DE PREVIDENCIA DO LE,0.00,0.00,0.00,0.00,
