idTempo	Ano	Mes	Dia	idPoder	NomePoder	idUniOrc	GrpAdminUniOrc	NomeUniOrc	VlrDspSrvAtivo	VlrDspSrvInativo	VlrDspPensionista	VlrDspContratado	VlrTotalGasto	VlrArrecadado
42508	2016	9	5	3	EXECUTIVO	7367	FUNDOS	FUNDO ESTADUAL DE SAUDE	27877549.22	0.00	0.00	5785.88	27883335.10	1145069.97
42069	2016	6	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41597	2016	2	5	3	EXECUTIVO	7437	AUTARQUIAS E FUNDACOES	FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS	569394.03	0.00	0.00	0.00	569394.03	2479.03
41597	2016	2	5	3	EXECUTIVO	7437	AUTARQUIAS E FUNDACOES	FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS	568374.35	0.00	0.00	0.00	568374.35	2479.03
42538	2016	10	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	9.64
42538	2016	10	5	3	EXECUTIVO	7367	FUNDOS	FUNDO ESTADUAL DE SAUDE	81693620.06	0.00	0.00	0.00	81693620.06	0.00
42538	2016	10	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	1339880.90	0.00	204784337.25	0.00	206124218.15	238.45
42008	2016	4	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	18140677.47	0.00	8800.00	0.00	18149477.47	1399178.20
42008	2016	4	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	18140677.47	0.00	8800.00	0.00	18149477.47	2801457.75
42069	2016	6	5	3	EXECUTIVO	7361	ADMINISTRACAO DIRETA	POLICIA MILITAR DO ESTADO DE MINAS GERAIS	376580220.86	422684373.20	0.00	0.00	799264594.06	977.97
42069	2016	6	5	3	EXECUTIVO	7387	ADMINISTRACAO DIRETA	POLICIA CIVIL DO ESTADO DE MINAS GERAIS	129443650.10	0.00	0.00	0.00	129443650.10	174238.35
41597	2016	2	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	6169.15	635491894.25	128624092.22	0.00	764122155.62	16183845.94
41597	2016	2	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	6154.15	640358234.15	129342005.16	0.00	769706393.46	16183845.94
41597	2016	2	5	3	EXECUTIVO	7608	EMPRESAS DEPENDENTES	EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS	6476279.37	0.00	0.00	0.00	6476279.37	3064.40
41597	2016	2	5	3	EXECUTIVO	7608	EMPRESAS DEPENDENTES	EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS	6526373.72	0.00	0.00	0.00	6526373.72	3064.40
42099	2016	7	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	7975597.28	0.00	231703.13	0.00	8207300.41	125687.17
42099	2016	7	5	3	EXECUTIVO	7423	AUTARQUIAS E FUNDACOES	FUNDACAO RURAL MINEIRA	925977.50	0.00	1297.81	0.00	927275.31	69808.16
42538	2016	10	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	11676.31	1490482321.04	257292685.07	0.00	1747786682.42	10566.58
42008	2016	4	5	3	EXECUTIVO	7368	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL	5987180.83	0.00	0.00	0.00	5987180.83	3712.40
42008	2016	4	5	1	LEGISLATIVO	7610	FUNDOS	FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	933060.60
41597	2016	2	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	844858.18	0.00	0.00	454642.32	1299500.50	344287.72
41597	2016	2	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	889123.93	0.00	0.00	22959.91	912083.84	344287.72
42538	2016	10	5	3	EXECUTIVO	7367	FUNDOS	FUNDO ESTADUAL DE SAUDE	81693620.06	0.00	0.00	0.00	81693620.06	7754.16
42938	2016	12	5	1	LEGISLATIVO	7344	ADMINISTRACAO DIRETA	TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS	54134904.63	18343472.34	174541.99	0.00	72652918.96	3485.66
42008	2016	4	5	3	EXECUTIVO	7440	AUTARQUIAS E FUNDACOES	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	13001273.78	0.00	0.00	639743.76	13641017.54	13766.53
42038	2016	5	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	7835849.63	0.00	216058.88	0.00	8051908.51	11118.85
42508	2016	9	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	7616179.13	0.00	219478.89	0.00	7835658.02	205.81
42538	2016	10	5	3	EXECUTIVO	7361	ADMINISTRACAO DIRETA	POLICIA MILITAR DO ESTADO DE MINAS GERAIS	398705132.19	416088075.58	0.00	0.00	814793207.77	436070.40
41626	2016	3	5	3	EXECUTIVO	7362	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE EDUCACAO	542035078.72	0.00	0.00	210824.73	542245903.45	417849.41
42099	2016	7	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	10730.24
42099	2016	7	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42008	2016	4	5	3	EXECUTIVO	7418	AUTARQUIAS E FUNDACOES	FUNDACAO JOAO PINHEIRO	2361503.67	0.00	0.00	466.93	2361970.60	751.60
42008	2016	4	5	4	MINISTÉRIO PÚBLICO	7352	FUNDOS	FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR	0.00	0.00	0.00	0.00	0.00	569444.68
41566	2016	1	5	3	EXECUTIVO	7440	AUTARQUIAS E FUNDACOES	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	15951612.37	0.00	0.00	127586.04	16079198.41	82415.34
42069	2016	6	5	3	EXECUTIVO	7361	ADMINISTRACAO DIRETA	POLICIA MILITAR DO ESTADO DE MINAS GERAIS	376580220.86	422684373.20	0.00	0.00	799264594.06	11387.82
42099	2016	7	5	3	EXECUTIVO	7362	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE EDUCACAO	645662496.22	0.00	0.00	217415.49	645879911.71	8844371.75
42069	2016	6	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	18250311.55	0.00	8800.00	-2368.72	18256742.83	1774181.17
42069	2016	6	5	3	EXECUTIVO	7429	AUTARQUIAS E FUNDACOES	FUNDACAO DE ARTE DE OURO PRETO	164089.57	0.00	0.00	1643.56	165733.13	7000.00
42069	2016	6	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	18250311.55	0.00	8800.00	-2368.72	18256742.83	740.41
42477	2016	8	5	3	EXECUTIVO	7441	AUTARQUIAS E FUNDACOES	FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS	7954864.27	0.00	293.33	603352.77	8558510.37	2734.68
42508	2016	9	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	646780.11	0.00	104060797.27	0.00	104707577.38	5294.33
41566	2016	1	5	3	EXECUTIVO	7423	AUTARQUIAS E FUNDACOES	FUNDACAO RURAL MINEIRA	513699.13	0.00	1297.81	0.00	514996.94	23739.67
41566	2016	1	5	3	EXECUTIVO	7430	AUTARQUIAS E FUNDACOES	FUNDACAO CLOVIS SALGADO	1699063.46	0.00	880.00	0.00	1699943.46	132364.31
41566	2016	1	5	3	EXECUTIVO	7437	AUTARQUIAS E FUNDACOES	FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS	546966.03	0.00	0.00	1795.13	548761.16	0.00
41566	2016	1	5	3	EXECUTIVO	7441	AUTARQUIAS E FUNDACOES	FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS	9045519.07	0.00	0.00	643271.45	9688790.52	6407.74
41566	2016	1	5	3	EXECUTIVO	7362	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE EDUCACAO	471910037.22	0.00	0.00	136818.76	472046855.98	40247895.60
42938	2016	12	5	3	EXECUTIVO	7418	AUTARQUIAS E FUNDACOES	FUNDACAO JOAO PINHEIRO	2115391.91	0.00	0.00	0.00	2115391.91	944.36
41626	2016	3	5	3	EXECUTIVO	7441	AUTARQUIAS E FUNDACOES	FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS	7724648.75	0.00	586.66	536850.47	8262085.88	118227.12
42099	2016	7	5	3	EXECUTIVO	7440	AUTARQUIAS E FUNDACOES	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	11723573.33	0.00	0.00	670594.56	12394167.89	71035.64
41597	2016	2	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41597	2016	2	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42038	2016	5	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	1163180.88	0.00	102869191.90	0.00	104032372.78	58899.71
41597	2016	2	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	6169.15	635491894.25	128624092.22	0.00	764122155.62	954999.67
41597	2016	2	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	6154.15	640358234.15	129342005.16	0.00	769706393.46	954999.67
42099	2016	7	5	3	EXECUTIVO	7422	AUTARQUIAS E FUNDACOES	INSTITUTO ESTADUAL DE FLORESTAS	4650516.66	0.00	0.00	0.00	4650516.66	8828.02
42099	2016	7	5	1	LEGISLATIVO	7597	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	4622841.19
42099	2016	7	5	1	LEGISLATIVO	7610	FUNDOS	FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	3986615.50
41626	2016	3	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	116307.67
41626	2016	3	5	3	EXECUTIVO	7404	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO	872287.42	0.00	0.00	0.00	872287.42	132310.00
42038	2016	5	5	3	EXECUTIVO	7362	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE EDUCACAO	597098994.36	0.00	0.00	244106.31	597343100.67	2228498.85
42069	2016	6	5	3	EXECUTIVO	7367	FUNDOS	FUNDO ESTADUAL DE SAUDE	29055231.53	0.00	0.00	30254.10	29085485.63	4240378.75
41597	2016	2	5	3	EXECUTIVO	7434	AUTARQUIAS E FUNDACOES	JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS	1012562.99	0.00	0.00	0.00	1012562.99	0.00
41597	2016	2	5	3	EXECUTIVO	7434	AUTARQUIAS E FUNDACOES	JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS	1028981.16	0.00	0.00	0.00	1028981.16	0.00
41597	2016	2	5	3	EXECUTIVO	7407	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE ESPORTES	388389.04	0.00	0.00	0.00	388389.04	163605.55
41597	2016	2	5	3	EXECUTIVO	7407	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE ESPORTES	395724.43	0.00	0.00	0.00	395724.43	163605.55
42008	2016	4	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42099	2016	7	5	3	EXECUTIVO	7362	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE EDUCACAO	645662496.22	0.00	0.00	217415.49	645879911.71	4301228.65
42069	2016	6	5	3	EXECUTIVO	7364	FUNDOS	FUNDO ESTADUAL DE CULTURA	0.00	0.00	0.00	0.00	0.00	244.66
42099	2016	7	5	3	EXECUTIVO	7441	AUTARQUIAS E FUNDACOES	FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS	8076472.39	0.00	293.33	606173.38	8682939.10	4127.64
42938	2016	12	5	1	LEGISLATIVO	7597	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	191650.80
42477	2016	8	5	3	EXECUTIVO	7422	AUTARQUIAS E FUNDACOES	INSTITUTO ESTADUAL DE FLORESTAS	4985706.32	0.00	0.00	0.00	4985706.32	388153.74
42508	2016	9	5	3	EXECUTIVO	7361	ADMINISTRACAO DIRETA	POLICIA MILITAR DO ESTADO DE MINAS GERAIS	380072430.41	418579232.32	0.00	0.00	798651662.73	87087.74
42508	2016	9	5	3	EXECUTIVO	7370	ADMINISTRACAO DIRETA	CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS	54186423.74	24592793.20	0.00	0.00	78779216.94	-912.40
42508	2016	9	5	3	EXECUTIVO	7419	AUTARQUIAS E FUNDACOES	FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS	453890.22	0.00	0.00	0.00	453890.22	136935.14
42099	2016	7	5	3	EXECUTIVO	7422	AUTARQUIAS E FUNDACOES	INSTITUTO ESTADUAL DE FLORESTAS	4650516.66	0.00	0.00	0.00	4650516.66	125362.16
42099	2016	7	5	3	EXECUTIVO	7370	ADMINISTRACAO DIRETA	CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS	54926857.79	23646183.39	0.00	0.00	78573041.18	1476.93
41566	2016	1	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41597	2016	2	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41597	2016	2	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42538	2016	10	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	15221866.86	0.00	441731.54	0.00	15663598.40	47083.26
42069	2016	6	5	3	EXECUTIVO	7407	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE ESPORTES	399961.97	0.00	0.00	0.00	399961.97	248842.31
42008	2016	4	5	3	EXECUTIVO	7422	AUTARQUIAS E FUNDACOES	INSTITUTO ESTADUAL DE FLORESTAS	4731026.66	0.00	0.00	0.00	4731026.66	161888.81
42938	2016	12	5	1	LEGISLATIVO	7343	ADMINISTRACAO DIRETA	ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS	54082220.16	24589385.17	168708.84	0.00	78840314.17	848035.61
42008	2016	4	5	3	EXECUTIVO	7387	ADMINISTRACAO DIRETA	POLICIA CIVIL DO ESTADO DE MINAS GERAIS	131566150.34	0.00	0.00	0.00	131566150.34	950000.00
41626	2016	3	5	3	EXECUTIVO	7419	AUTARQUIAS E FUNDACOES	FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS	477790.38	0.00	0.00	0.00	477790.38	25771.44
42938	2016	12	5	3	EXECUTIVO	7372	ADMINISTRACAO DIRETA	DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS	37659544.75	12164383.35	0.00	0.00	49823928.10	1436.43
42938	2016	12	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41566	2016	1	5	3	EXECUTIVO	7441	AUTARQUIAS E FUNDACOES	FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS	9045519.07	0.00	0.00	643271.45	9688790.52	4335.13
42938	2016	12	5	3	EXECUTIVO	7608	EMPRESAS DEPENDENTES	EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS	9870788.84	0.00	0.00	0.00	9870788.84	35958.53
42099	2016	7	5	3	EXECUTIVO	7362	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE EDUCACAO	645662496.22	0.00	0.00	217415.49	645879911.71	10017.40
42099	2016	7	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	972377.72	0.00	0.00	25992.71	998370.43	4777.05
42038	2016	5	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	38717393.54	0.00	8800.00	4897.57	38731091.11	5.37
42477	2016	8	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	21779282.14	0.00	8800.00	0.00	21788082.14	216188.90
42038	2016	5	5	3	EXECUTIVO	7407	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE ESPORTES	381287.67	0.00	0.00	0.00	381287.67	265722.41
42008	2016	4	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	6081.31	715217499.57	132832446.46	0.00	848056027.34	2122819.21
42008	2016	4	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	7991517.04	0.00	222023.76	0.00	8213540.80	5942.72
42008	2016	4	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	332.95
41597	2016	2	5	3	EXECUTIVO	7435	AUTARQUIAS E FUNDACOES	FUNDACAO EZEQUIEL DIAS	4460880.69	0.00	0.00	168636.80	4629517.49	227475.60
41597	2016	2	5	3	EXECUTIVO	7435	AUTARQUIAS E FUNDACOES	FUNDACAO EZEQUIEL DIAS	4413719.35	0.00	0.00	179241.14	4592960.49	227475.60
42038	2016	5	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	438.73
42938	2016	12	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	665138.43	0.00	103673468.88	0.00	104338607.31	171.76
42508	2016	9	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	5901.31	734889736.07	131187492.63	0.00	866083130.01	241990.30
41597	2016	2	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	882543.21
41597	2016	2	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	882543.21
42038	2016	5	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	8000.00
42069	2016	6	5	3	EXECUTIVO	7367	FUNDOS	FUNDO ESTADUAL DE SAUDE	29055231.53	0.00	0.00	30254.10	29085485.63	84627.72
42069	2016	6	5	3	EXECUTIVO	7373	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE ADMINISTRACAO PRISIONAL	66226038.01	0.00	0.00	62765770.43	128991808.44	9920.72
42069	2016	6	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	667745.33	0.00	103418412.55	0.00	104086157.88	0.00
42508	2016	9	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	775580.38	0.00	0.00	242665.96	1018246.34	425704.09
42508	2016	9	5	1	LEGISLATIVO	7597	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	160701.92
42508	2016	9	5	3	EXECUTIVO	7418	AUTARQUIAS E FUNDACOES	FUNDACAO JOAO PINHEIRO	2089293.30	0.00	0.00	0.00	2089293.30	1005.00
42508	2016	9	5	3	EXECUTIVO	7422	AUTARQUIAS E FUNDACOES	INSTITUTO ESTADUAL DE FLORESTAS	4611717.78	0.00	0.00	0.00	4611717.78	126313.71
42508	2016	9	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	19959292.37	0.00	8800.00	0.00	19968092.37	590685.82
42508	2016	9	5	3	EXECUTIVO	7418	AUTARQUIAS E FUNDACOES	FUNDACAO JOAO PINHEIRO	2089293.30	0.00	0.00	0.00	2089293.30	84311.40
42099	2016	7	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42069	2016	6	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	7964288.00	0.00	217711.76	0.00	8181999.76	75966.63
41626	2016	3	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	8155654.27	0.00	228330.37	0.00	8383984.64	132672.66
42477	2016	8	5	3	EXECUTIVO	7440	AUTARQUIAS E FUNDACOES	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	13049869.58	0.00	0.00	658593.46	13708463.04	6761.58
42099	2016	7	5	3	EXECUTIVO	7595	AUTARQUIAS E FUNDACOES	INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS	936990.26	0.00	0.00	0.00	936990.26	2575656.32
42538	2016	10	5	3	EXECUTIVO	7416	FUNDOS	FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES PUBLICOS DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	1767658.92
42477	2016	8	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	5931.31	728540676.69	131786898.88	0.00	860333506.88	90374004.80
42938	2016	12	5	3	EXECUTIVO	7598	AUTARQUIAS E FUNDACOES	INSTITUTO MINEIRO DE AGROPECUARIA	10138244.99	0.00	0.00	2779.95	10141024.94	4677.10
42038	2016	5	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	16536.70
42069	2016	6	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	667745.33	0.00	103418412.55	0.00	104086157.88	10020901.47
41626	2016	3	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	866229.58	0.00	0.00	253639.72	1119869.30	352353.55
41597	2016	2	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	16830185.30	0.00	7920.00	0.00	16838105.30	17185.25
41597	2016	2	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	20589794.12	0.00	7040.00	1950.40	20598784.52	17185.25
42938	2016	12	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	75749593.16	0.00	225026.41	0.00	75974619.57	20804916.54
42477	2016	8	5	3	EXECUTIVO	7370	ADMINISTRACAO DIRETA	CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS	55199951.95	23780823.24	0.00	0.00	78980775.19	1277.38
41597	2016	2	5	3	EXECUTIVO	7608	EMPRESAS DEPENDENTES	EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS	6476279.37	0.00	0.00	0.00	6476279.37	45590.25
41597	2016	2	5	3	EXECUTIVO	7608	EMPRESAS DEPENDENTES	EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS	6526373.72	0.00	0.00	0.00	6526373.72	45590.25
42938	2016	12	5	3	EXECUTIVO	7361	ADMINISTRACAO DIRETA	POLICIA MILITAR DO ESTADO DE MINAS GERAIS	747169466.76	821250995.40	0.00	0.00	1568420462.16	23970.30
42538	2016	10	5	3	EXECUTIVO	7430	AUTARQUIAS E FUNDACOES	FUNDACAO CLOVIS SALGADO	2863910.20	0.00	1760.00	0.00	2865670.20	34156.65
42008	2016	4	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	7991517.04	0.00	222023.76	0.00	8213540.80	155644.07
42538	2016	10	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	203888.49
